"","V1.x","Team","STR","PRE","PE","NFP","Year","V1.y","id","name","position","conference.x","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush","V1","conference.y","offense.ppa","offense.totalPPA","offense.successRate","offense.explosiveness","offense.pointsPerOpportunity","offense.fieldPosition.averageStart","offense.fieldPosition.averagePredictedPoints","defense.ppa","defense.totalPPA","defense.successRate","defense.explosiveness","defense.stuffRate","defense.pointsPerOpportunity","defense.fieldPosition.averageStart","defense.fieldPosition.averagePredictedPoints","F_Rank","F_Plus","FEI","FEI_Rank","SP","SP_Rank","WP","FPI","FPI_Rank","Talent","Talent_rank","Difference_FPI","Difference_SP"
"646",628,"Navy",-0.56,-0.11,0.08,-2.2,2019,647,4039436,"Malcolm Perry","QB","American Athletic",377,0.521,0.459,0.543,582,"American Athletic",0.368811286230071,324.922743168693,0.481271282633371,1.35265068601306,4.55952380952381,71.4,1.276,0.104840608187765,82.4047180355835,0.388040712468193,1.24204631299733,0.213399503722084,3.14705882352941,70.2,-1.37,26,0.77,0.51,24,9.9,31,0.846,7,40,335.4,119,79,88
"647",629,"Troy",-0.57,-0.23,0.05,-3.3,2019,596,4039910,"Kaleb Barker","QB","Sun Belt",542,0.309,0.322,0.197,623,"Sun Belt",0.213906824702181,194.441303654282,0.466446644664466,1.20834693787043,3.86363636363636,71.7,1.326,0.229565408078419,194.212335234343,0.452718676122931,1.28694431697705,0.183823529411765,4.03846153846154,70.9,-1.337,95,-0.57,-0.49,108,-4.4,85,0.417,-9,101,388.67,108,7,23
"648",630,"UNLV",-0.58,-0.16,-0.12,-4.4,2019,545,4361566,"Kenyon Oblad","QB","Mountain West",351,0.15,0.154,0.11,630,"Mountain West",0.135166812423379,112.729121561098,0.401678657074341,1.24419633395851,3.3134328358209,72.3,1.238,0.218456084810929,185.906128174101,0.45358401880141,1.21840085469642,0.2,3.52272727272727,68.7,-1.496,119,-1.23,-0.72,118,-17.4,120,0.333,-14,117,462.72,86,-31,-34
"649",631,"Central Michigan",-0.62,-0.02,0.08,-1.5,2019,561,3886565,"Quinten Dormady","QB","Mid-American",301,0.225,0.249,-0.093,535,"Mid-American",0.221874895333303,221.209270647303,0.44332998996991,1.26780037117146,3.80645161290323,69,1.489,0.12422890323071,118.141686972406,0.400630914826498,1.29047187645045,0.282937365010799,3.74193548387097,68.7,-1.495,90,-0.46,-0.36,91,-4.4,84,0.571,-7.6,93,416.63,99,6,15
"650",632,"Wake Forest",-0.63,-0.16,0.09,0.7,2019,582,4037213,"Jamie Newman","QB","ACC",539,0.273,0.332,0.132,639,"ACC",0.164432869672072,176.765334897478,0.422325581395349,1.19262496781682,3.91111111111111,71.5,1.279,0.182728679837537,172.495873766635,0.413135593220339,1.26611495225974,0.23982869379015,3.70238095238095,72.3,-1.234,55,0.09,0.03,59,2,57,0.615,2.9,53,563.24,66,13,9
"651",633,"Tulsa",-0.63,-0.21,0.08,-1.1,2019,562,4035409,"Zach Smith","QB","American Athletic",500,0.226,0.247,-0.033,625,"American Athletic",0.145424470559747,138.734944913999,0.39727463312369,1.29812611309311,3.49382716049383,72.9,1.217,0.170309002655048,143.740798240861,0.387440758293839,1.33840730831439,0.207112970711297,3.97297297297297,70.1,-1.42,67,-0.09,0.01,61,-2.5,73,0.333,-3.6,82,424.54,96,14,23
"652",634,"UTEP",-0.67,-0.14,0.05,-7.9,2019,586,4362029,"Kai Locksley","QB","Conference USA",305,0.288,0.242,0.378,634,"Conference USA",0.135640032134823,105.527945000892,0.397172236503856,1.23660938688883,3.57142857142857,75.3,0.987,0.322789925904119,251.776142205213,0.471794871794872,1.34766572295675,0.155131264916468,4.37209302325581,68,-1.532,127,-2.11,-1.43,128,-25.6,127,0.083,-27.1,128,355.31,115,-13,-12
"653",635,"Charlotte",-0.67,-0.15,-0.34,-5,2019,622,4259269,"Chris Reynolds","QB","Conference USA",445,0.356,0.35,0.37,536,"Conference USA",0.237560698729935,203.589518811555,0.44340723453909,1.32270578985405,3.95121951219512,72.8,1.194,0.241966688032394,201.316284442952,0.444711538461538,1.29258451599407,0.165966386554622,3.95121951219512,68.6,-1.499,96,-0.62,-0.47,106,-6.3,95,0.538,-11.7,113,386.38,109,-4,14
"654",636,"Georgia State",-0.68,-0.31,0.11,-3,2019,590,4361902,"Dan Ellington","QB","Sun Belt",455,0.292,0.282,0.318,553,"Sun Belt",0.22664679392339,202.622233767511,0.473154362416107,1.17971040526159,3.85714285714286,71.1,1.292,0.313081462664867,254.848310609201,0.463144963144963,1.33684144040716,0.146666666666667,4.7875,70.1,-1.397,109,-0.78,-0.48,107,-10.5,107,0.538,-11.4,112,369.05,112,0,5
"655",637,"Ball State",-0.68,-0.19,-0.31,1.6,2019,603,4039210,"Drew Plitt","QB","Mid-American",458,0.313,0.312,0.318,527,"Mid-American",0.246714663517312,225.743917118341,0.462295081967213,1.23169538695026,4.01136363636364,69.7,1.413,0.221294339819271,195.181607720597,0.448979591836735,1.23801205442855,0.196120689655172,3.73255813953488,70.6,-1.368,83,-0.36,-0.23,82,-4.5,86,0.417,-5.3,88,327.92,120,32,34
"656",639,"Nebraska",-0.71,-0.03,0.15,-1.2,2019,559,4361182,"Adrian Martinez","QB","Big Ten",392,0.219,0.154,0.363,584,"Big Ten",0.148770004606568,129.132363998501,0.428571428571429,1.22674033892837,3.46913580246914,71,1.359,0.147466479290964,123.429443166537,0.426523297491039,1.19174739936208,0.186363636363636,3.41025641025641,71.4,-1.328,51,0.15,0.08,51,2.6,55,0.417,4.5,47,729.47,24,-23,-31
"657",640,"Western Michigan",-0.72,-0.29,0.17,0,2019,608,3916726,"Jon Wassink","QB","Mid-American",475,0.323,0.298,0.523,643,"Mid-American",0.252607621220354,233.409442007607,0.444805194805195,1.3124368774591,3.72941176470588,68.8,1.491,0.151591912837004,142.799581892458,0.450106157112527,1.14735236731499,0.2,3.27586206896552,71.6,-1.274,81,-0.33,-0.18,78,-4.9,90,0.538,-1,67,452.05,90,23,0
"658",641,"Georgia Tech",-0.76,-0.11,0.11,-6.5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,"ACC",0.0797923561504408,56.8121575791139,0.360955056179775,1.27930450283089,2.68421052631579,73.7,1.136,0.216263775883418,190.312122777408,0.440909090909091,1.20932375686573,0.154142581888247,3.57142857142857,67,-1.632,110,-0.8,-0.44,100,-12,111,0.25,-10.8,110,629.1,45,-65,-66
"659",642,"South Florida",-0.76,-0.25,0.13,-3.4,2019,542,4360890,"Jordan McCloud","QB","American Athletic",327,0.133,0.046,0.436,612,"American Athletic",0.123871875113417,96.1245750880115,0.384020618556701,1.26521193920615,3.55223880597015,70.8,1.347,0.17830352182573,158.511830903074,0.449943757030371,1.17856788935203,0.206049149338374,3.27906976744186,68.7,-1.495,104,-0.7,-0.41,99,-9.8,103,0.333,-8,95,559.66,69,-26,-34
"660",643,"South Alabama",-0.81,-0.15,0.04,-5.9,2019,530,4249400,"Cephus Johnson","QB","Sun Belt",230,0.044,-0.067,0.382,609,"Sun Belt",0.0532567350989941,41.9663072580073,0.379441624365482,1.1645534576403,2.890625,73.9,1.135,0.179714054193497,154.554086606408,0.456976744186047,1.13070771309349,0.194779116465863,3.6,68.5,-1.569,121,-1.35,-0.73,119,-20.3,122,0.167,-19.2,122,381.38,110,-12,-12
"661",644,"Arizona",-0.86,-0.35,-0.02,-7.3,2019,580,4039602,"Khalil Tate","QB","Pac-12",350,0.271,0.222,0.466,521,"Pac-12",0.226293396657231,198.006722075077,0.437714285714286,1.29245366318776,3.63768115942029,74.6,1.081,0.255402952924799,230.373463538169,0.498891352549889,1.14459169292889,0.17351598173516,4.16129032258065,68.1,-1.544,93,-0.53,-0.28,84,-8,100,0.333,-2.4,72,570.07,63,-9,-37
"662",646,"Buffalo",-1.08,-0.17,-0.15,-3.2,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,"Mid-American",0.201322896654886,189.646168648903,0.454352441613588,1.13298464739014,4.02222222222222,69.6,1.418,0.052054380870399,41.0709065067448,0.38149556400507,1.17736670774464,0.18961038961039,3.125,67.8,-1.555,69,-0.13,-0.06,67,-2,71,0.615,-3.4,80,284.74,126,46,55
"663",647,"Boise State",1.11,0.36,-0.05,2.8,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,"Mountain West",0.183913906413268,82.7612578859707,0.44,1.16972428996235,4.02439024390244,68.5,1.516,0.181115566052387,89.8333207619837,0.362903225806452,1.39804495788942,0.227611940298507,4.08888888888889,71.2,-1.306,35,0.51,0.32,32,5.4,47,0.714,4.8,45,556.32,70,25,23
"664",648,"Kansas State",1.04,0.41,0.24,1.2,2020,674,4429955,"Will Howard","QB","Big 12",244,0.191,0.207,0.152,691,"Big 12",0.142864418919716,85.0043292572308,0.373109243697479,1.38956315015487,3.69491525423729,69.3,1.475,0.233776555383314,169.25422609752,0.428176795580111,1.32424830096819,0.208092485549133,3.91780821917808,67.6,-1.541,67,-0.01,0,64,0.1,70,0.4,2.9,55,560.68,69,14,-1
"665",649,"Utah State",0.99,0.07,0.18,6,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,"Mountain West",0.0338845905023757,12.0629142188457,0.334269662921348,1.30311227503235,2.82608695652174,71.4,1.289,0.309745885312708,137.21742719353,0.494356659142212,1.22747754499056,0.168067226890756,3.97435897435897,74,-1.194,120,-1.46,-0.83,118,-16.3,118,0.167,-17.2,118,391.88,111,-7,-7
"666",650,"Ohio",0.92,-0.19,0.05,8.4,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,"Mid-American",0.227733361934541,38.4869381669374,0.42603550295858,1.34901913556045,3.63157894736842,63.1,1.908,0.116062356348926,24.4891571896235,0.412322274881517,1.14656683249909,0.130434782608696,2.44444444444444,73.7,-1.116,70,-0.04,0.07,53,-2.3,83,0.667,-3.4,84,350.6,121,37,38
"667",651,"Iowa",0.78,-0.06,0.36,5.8,2020,682,4360480,"Spencer Petras","QB","Big Ten",276,0.218,0.184,0.59,688,"Big Ten",0.180216180643204,97.3167375473302,0.448148148148148,1.10097958349481,3.94545454545455,67.1,1.656,0.0392523764487467,22.4523593286831,0.384615384615385,1.15528567725869,0.202166064981949,3.16666666666667,73.4,-1.175,13,1.26,0.55,14,18.7,10,0.75,17,12,633.55,43,31,33
"668",652,"Indiana",0.71,-0.2,0.23,3.1,2020,697,4360423,"Michael Penix Jr.","QB","Big Ten",234,0.285,0.26,0.795,687,"Big Ten",0.114381987448374,63.8251489961926,0.383512544802867,1.23513472184969,3.88235294117647,71.3,1.332,0.128127761345855,69.8296299334909,0.4,1.32063750931001,0.135245901639344,2.5531914893617,73.5,-1.176,23,0.86,0.41,23,12,26,0.75,14.3,16,611.22,53,37,27
"669",653,"Washington State",0.65,-0.07,0.21,-1.3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,"Pac-12",0.17059917333067,44.1851858926434,0.459459459459459,1.18445940075869,3.96153846153846,72.6,1.248,0.380693857790086,103.548729318903,0.470588235294118,1.3939903780992,0.189655172413793,4.60714285714286,70.6,-1.349,87,-0.37,-0.44,102,1.3,64,0.25,0.8,68,815.67,19,-49,-45
"670",654,"Miami (OH)",0.63,-0.04,0.26,7.1,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,"Mid-American",0.198485538360965,22.0318947580672,0.342342342342342,1.63198553762457,3.4,71.1,1.329,0.153811954583604,19.5341182321177,0.377952755905512,1.59071198656508,0.212121212121212,5,76.7,-0.906,78,-0.12,0.36,29,-11,106,0.667,-4.4,89,407.46,107,18,1
"671",655,"Army",0.59,0.02,0.06,2.9,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,"FBS Independents",0.19282465319524,151.174528105068,0.431122448979592,1.10267074246155,4.1969696969697,68.3,1.562,0.0506098328900608,33.1494405429898,0.378625954198473,1.2778095596343,0.250728862973761,2.59259259259259,72.8,-1.203,51,0.2,0.21,38,0.3,69,0.75,-1.5,77,156.94,128,51,59
"672",656,"Louisiana",0.59,-0.02,0.17,2.3,2020,723,4241556,"Levi Lewis","QB","Sun Belt",347,0.378,0.322,0.71,695,"Sun Belt",0.257276207910462,188.068907982548,0.466484268125855,1.24627091959027,3.76623376623377,68.4,1.536,0.12123963639593,95.5368334799931,0.423857868020305,1.11357267122632,0.127232142857143,3.8448275862069,72.6,-1.227,24,0.83,0.48,19,9.8,31,0.909,6.4,36,454.76,94,58,63
"673",657,"Florida International",0.56,-0.37,0.23,1.8,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,677,"Conference USA",0.0235148400100392,7.0779668430218,0.318936877076412,1.34704103865721,3.22222222222222,70.3,1.385,0.197800312721931,71.0103122671733,0.428969359331476,1.17989673527669,0.207547169811321,4.02702702702703,72.3,-1.255,117,-1.3,-0.77,116,-13.9,112,0,-18.9,122,543.2,73,-49,-39
"674",658,"Alabama",0.5,0.06,0.11,3.5,2020,743,4241464,"Mac Jones","QB","SEC",436,0.683,0.687,0.597,649,"SEC",0.45035351868609,402.165692186679,0.563269876819709,1.27923077260816,5.18367346938776,70,1.416,0.0826851851145945,74.4993517882496,0.382907880133185,1.3057141826879,0.183168316831683,2.88235294117647,73.9,-1.087,1,2.77,1.43,1,35.6,1,1,35.9,1,985.86,2,1,1
"675",659,"Georgia",0.5,-0.13,0.15,6.7,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,"SEC",0.227224819111674,153.149528081268,0.437685459940653,1.31513542925651,3.61111111111111,63.7,1.809,0.113533857168124,73.910541016449,0.400921658986175,1.20479451469959,0.191011235955056,3.01851851851852,70.6,-1.322,6,1.6,0.67,12,24.4,5,0.8,22.2,5,990.52,1,-4,-4
"676",660,"Syracuse",0.47,-0.03,0.22,0.4,2020,655,4037121,"Rex Culpepper","QB","ACC",211,0.037,0.041,-0.018,741,"ACC",-0.0259721717491405,-16.8559394651922,0.315870570107858,1.30272642646912,2.36170212765957,71,1.304,0.209999113539434,182.279230552228,0.440092165898617,1.26052416080447,0.170526315789474,3.33707865168539,70.3,-1.422,109,-0.99,-0.48,104,-12.9,111,0.091,-8.5,104,578.28,65,-39,-46
"677",661,"Duke",0.45,0.09,0.17,-0.6,2020,658,4239994,"Chase Brice","QB","ACC",390,0.105,0.092,0.19,672,"ACC",0.112725878416613,84.0935052987935,0.398123324396783,1.3157929476305,2.94029850746269,70.4,1.331,0.273988500188962,194.531835134163,0.428169014084507,1.4485126520741,0.157216494845361,4.66666666666667,69.5,-1.475,106,-0.94,-0.57,107,-9.8,104,0.182,-7.3,99,615.72,52,-47,-52
"678",662,"BYU",0.4,-0.07,0.2,1,2020,742,4361259,"Zach Wilson","QB","FBS Independents",334,0.626,0.622,0.644,663,"FBS Independents",0.42194747167727,335.026292511752,0.52896725440806,1.36728137993088,4.8936170212766,70.4,1.418,0.0843422978714754,66.1243615312367,0.376275510204082,1.19651356893754,0.158031088082902,2.82758620689655,74.6,-1.036,2,2.12,1.28,2,23.1,7,0.917,16.2,13,506.64,81,68,74
"679",663,"East Carolina",0.38,0.11,0.15,-1.9,2020,669,4360131,"Holton Ahlers","QB","American Athletic",289,0.158,0.154,0.198,673,"American Athletic",0.102861721034732,59.1454895949709,0.396521739130435,1.22969209626953,3.2037037037037,71.7,1.333,0.228263869856899,130.110405818433,0.443859649122807,1.28362871944477,0.174342105263158,4.25,68,-1.558,93,-0.56,-0.25,87,-7.6,96,0.333,-5.6,93,528.47,75,-18,-21
"680",664,"Cincinnati",0.37,-0.09,0.24,3.4,2020,730,4239086,"Desmond Ridder","QB","American Athletic",373,0.447,0.385,0.673,667,"American Athletic",0.310618348127546,205.629346460435,0.465256797583082,1.37709927337394,4.01315789473684,63.6,1.85,0.015488494087659,10.8419458613613,0.348571428571429,1.25652955610312,0.196923076923077,1.98305084745763,69.5,-1.421,7,1.47,0.73,8,19.9,8,0.9,14.8,14,600.61,59,45,51
"681",665,"Florida",0.36,-0.12,0.35,2.3,2020,740,4034946,"Kyle Trask","QB","SEC",486,0.532,0.563,0.244,675,"SEC",0.33488550446827,290.680617878459,0.508064516129032,1.31310324296918,4.50526315789474,71.6,1.278,0.253266234372151,221.101422606888,0.468499427262314,1.22604300296869,0.160377358490566,4.04411764705882,74,-1.12,8,1.44,0.52,16,23.9,6,0.667,17.4,11,871.05,7,-4,1
"682",666,"Oklahoma",0.36,-0.05,0.03,4.2,2020,733,4426339,"Spencer Rattler","QB","Big 12",395,0.459,0.49,0.288,723,"Big 12",0.333263263686816,257.279239566222,0.505181347150259,1.26589415898324,4.7816091954023,68.4,1.557,0.0931874913920215,68.7723686473119,0.367208672086721,1.32753021014081,0.253378378378378,3.16666666666667,72.6,-1.188,5,1.9,0.93,4,25.7,4,0.818,24.3,4,866.36,9,5,5
"683",667,"Texas",0.36,-0.08,0.06,4.1,2020,710,4241820,"Sam Ehlinger","QB","Big 12",434,0.324,0.321,0.335,745,"Big 12",0.253136591719311,179.726980120711,0.429577464788732,1.37291417117658,4.43589743589744,69.1,1.443,0.129068360945387,98.8663644841665,0.425587467362924,1.15134804702606,0.244444444444444,3.42253521126761,68.1,-1.5,14,1.25,0.64,13,16.4,14,0.7,19.5,6,892.91,5,-1,-9
"684",668,"Florida State",0.35,-0.17,0.28,-3,2020,696,4360799,"Jordan Travis","QB","ACC",229,0.28,0.148,0.505,678,"ACC",0.164163990713724,104.572462084642,0.409733124018838,1.33300982927968,3.19298245614035,71.7,1.247,0.267749968330345,168.414730079787,0.475357710651828,1.32391302676275,0.202941176470588,4.01470588235294,68.1,-1.524,94,-0.58,-0.47,103,-2.9,85,0.333,-3.8,88,832.59,16,-72,-69
"685",669,"Rutgers",0.35,-0.14,0.31,1.1,2020,664,4243539,"Noah Vedral","QB","Big Ten",281,0.131,0.088,0.323,732,"Big Ten",0.0735546651704946,47.736977695651,0.362095531587057,1.26158878021634,3.34615384615385,69.8,1.46,0.217523420011224,146.175738247542,0.443452380952381,1.2584884456377,0.216931216931217,3.91803278688525,71.7,-1.341,100,-0.7,-0.33,94,-9.2,101,0.333,-0.3,72,589.55,61,-11,-40
"686",670,"Troy",0.34,-0.11,0.32,2.8,2020,692,4362723,"Gunnar Watson","QB","Sun Belt",330,0.264,0.281,0,750,"Sun Belt",0.166065919523459,129.863549067345,0.430946291560102,1.23534524977454,3.32911392405063,70.6,1.389,0.149268059653042,120.608592199658,0.430693069306931,1.21802049857022,0.190140845070423,3.49275362318841,73.1,-1.206,57,0.13,0.16,45,-0.1,72,0.455,-4.8,92,433.67,99,7,27
"687",671,"San Diego State",0.34,-0.07,0.16,1,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,"Mountain West",0.0853710166782387,47.7223983231355,0.381037567084079,1.23005674876344,3.04081632653061,67.8,1.535,0.00324054367525806,1.70128542951048,0.331428571428571,1.30961415387662,0.304166666666667,2.95,70.3,-1.371,49,0.27,0.22,36,1.8,61,0.5,1.7,60,476.68,86,26,25
"688",672,"Penn State",0.34,0,0.18,-3.9,2020,706,4259592,"Sean Clifford","QB","Big Ten",348,0.314,0.33,0.255,728,"Big Ten",0.196883568906263,138.606032510009,0.443181818181818,1.21333715624426,3.47457627118644,71.6,1.292,0.115484460331349,66.9809869921824,0.393103448275862,1.23913693264242,0.205387205387205,3.53846153846154,68.7,-1.478,30,0.62,0.02,63,15.2,18,0.444,11.9,24,850.7,13,-11,-5
"689",673,"Tulane",0.34,0.04,0.33,4.4,2020,681,4685039,"Michael Pratt","QB","American Athletic",369,0.217,0.158,0.421,751,"American Athletic",0.189691063823606,156.684818718299,0.439467312348668,1.27667789505402,4.2375,68,1.604,0.161275554859719,143.212692715431,0.387387387387387,1.39071509251914,0.223175965665236,3.45714285714286,72.1,-1.265,53,0.16,0.02,62,3.8,52,0.5,1.3,63,526.19,76,13,24
"690",674,"Kentucky",0.29,-0.16,0.18,-0.5,2020,662,4038940,"Terry Wilson","QB","SEC",300,0.126,0.092,0.2,693,"SEC",0.133894401469217,89.5753545829065,0.431988041853513,1.04677537155423,3.33333333333333,72.3,1.259,0.158131305017234,119.389135288012,0.466225165562914,1.12749570205467,0.181585677749361,3.56716417910448,71.6,-1.286,65,0.02,-0.15,75,4.4,51,0.455,4.8,45,717.38,26,-19,-25
"691",675,"Eastern Michigan",0.29,-0.25,0.4,0.3,2020,718,4244804,"Preston Hutchinson","QB","Mid-American",284,0.357,0.353,0.369,674,"Mid-American",0.23977559587928,99.0273210981426,0.462469733656174,1.30298114725272,4.94594594594595,65.6,1.71,0.300845973846459,136.283226152446,0.527593818984547,1.07511766535063,0.125475285171103,4.04444444444444,66.4,-1.629,88,-0.39,0.07,52,-11.1,107,0.333,-8.5,103,360.74,116,13,9
"692",676,"Auburn",0.29,-0.16,0.13,0.5,2020,690,4567218,"Bo Nix","QB","SEC",464,0.245,0.196,0.455,656,"SEC",0.186666403192602,140.559801604029,0.436918990703851,1.19714441626813,3.515625,72.4,1.222,0.211642322846047,166.985792725531,0.457541191381496,1.21983434363258,0.141791044776119,3.65671641791045,73.2,-1.155,33,0.54,0.1,50,11.4,28,0.545,13.3,19,844.98,14,-5,-14
"693",677,"Oklahoma State",0.28,-0.16,0.21,2.9,2020,685,4361825,"Spencer Sanders","QB","Big 12",341,0.235,0.312,-0.016,724,"Big 12",0.145402881504876,121.556808938076,0.389952153110048,1.33601055771555,3.3125,67.4,1.582,0.112185956963821,86.8319306899972,0.368217054263566,1.36082776434888,0.236641221374046,3.08771929824561,74.3,-1.084,20,0.95,0.48,18,12.6,23,0.727,14.4,15,637.96,42,27,19
"694",678,"Miami",0.28,-0.35,0.35,-1.2,2020,724,4039300,"D'Eriq King","QB","ACC",456,0.378,0.36,0.441,703,"ACC",0.251353503805127,198.820621509855,0.418457648546144,1.39465639670662,4.27142857142857,72.2,1.264,0.192859600233881,152.937662985467,0.437578814627995,1.24545908750476,0.234536082474227,3.79452054794521,72.1,-1.218,22,0.88,0.37,27,13.5,20,0.727,10.2,26,826.81,18,-8,-2
"695",679,"Ball State",0.28,-0.11,0.23,1.3,2020,714,4039210,"Drew Plitt","QB","Mid-American",283,0.347,0.334,0.411,657,"Mid-American",0.201904148654183,109.835856867876,0.461397058823529,1.18057283486857,3.74545454545455,66.1,1.706,0.136970095250294,68.7589878156478,0.470119521912351,1.19405310175459,0.207964601769911,2.97826086956522,69.9,-1.374,31,0.61,0.67,11,-0.2,73,0.875,0.9,66,352.53,120,54,47
"696",680,"USC",0.27,-0.11,0.31,11.3,2020,716,4428512,"Kedon Slovis","QB","Pac-12",284,0.351,0.37,-0.115,758,"Pac-12",0.176904345207277,78.7224336172383,0.444943820224719,1.24187594803523,3.91666666666667,64.6,1.765,0.171847588129823,67.8797973112803,0.415189873417722,1.29669736842904,0.217171717171717,3.79411764705882,75,-1.04,19,0.96,0.32,33,16.7,13,0.833,14.3,18,863.93,10,-8,-3
"697",682,"Houston",0.26,0.09,0.12,-1.3,2020,689,4360175,"Clayton Tune","QB","American Athletic",313,0.243,0.167,0.665,685,"American Athletic",0.173680897416418,101.777005886021,0.424914675767918,1.29677457883897,3.5,71.3,1.301,0.212938059143022,116.902994469519,0.404371584699454,1.45706475202383,0.253472222222222,3.62264150943396,71.6,-1.264,64,0.05,-0.02,66,2.1,59,0.375,1.1,65,605.75,55,-10,-4
"698",683,"Texas A&M",0.26,-0.11,0.21,4.3,2020,717,4240904,"Kellen Mond","QB","SEC",392,0.355,0.384,0.217,746,"SEC",0.291653357484888,208.532150601695,0.500699300699301,1.19484842073503,3.921875,70.1,1.372,0.129020622076143,80.8959300417417,0.392344497607655,1.30931508192469,0.218518518518519,3.625,74.1,-1.088,10,1.27,0.51,17,19.8,9,0.9,18.2,8,861.96,11,3,2
"699",684,"Stanford",0.25,-0.09,0.18,3,2020,729,4242546,"Davis Mills","QB","Pac-12",218,0.384,0.402,0.219,740,"Pac-12",0.279959498077624,114.783394211826,0.492682926829268,1.21725113421946,3.28260869565217,71.6,1.262,0.352022012702059,137.992628979207,0.5,1.258398665901,0.173913043478261,3.94285714285714,73.9,-1.104,71,-0.06,-0.13,74,2,60,0.667,6.8,34,783.56,20,-14,-40
"700",685,"TCU",0.24,0.01,0.16,3.3,2020,677,4427105,"Max Duggan","QB","Big 12",351,0.214,0.149,0.396,742,"Big 12",0.182137428120123,122.942763981083,0.407407407407407,1.35215107930817,2.91044776119403,70.9,1.35,0.097837195347423,64.3768745386043,0.326747720364742,1.49224310649535,0.257668711656442,3.2037037037037,72.4,-1.253,29,0.66,0.37,25,8.1,37,0.6,12.2,21,712.39,28,7,-9
"701",686,"Akron",0.23,0.17,0,-7.6,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,"Mid-American",0.00772215483156337,2.74908712003656,0.342696629213483,1.38742078631188,3.03703703703704,72.5,1.175,0.415798936103655,150.935013805627,0.493112947658402,1.3978026588416,0.110132158590308,4.45238095238095,64.3,-1.838,124,-1.94,-1.05,123,-23.1,124,0.167,-25.4,125,357.54,117,-8,-7
"702",687,"Texas State",0.22,-0.05,0.16,-1.8,2020,661,4371730,"Brady McBride","QB","Sun Belt",342,0.124,0.151,-0.046,747,"Sun Belt",0.139857516368395,107.970002636401,0.400259067357513,1.37296006969799,3.69565217391304,72.6,1.216,0.285398767186288,265.99165101762,0.484978540772532,1.20917991833182,0.162426614481409,4.37777777777778,71.3,-1.333,105,-0.94,-0.38,98,-13.9,114,0.167,-14.1,115,428.43,101,-14,-13
"703",688,"Memphis",0.21,-0.1,0.15,-0.7,2020,722,3893630,"Brady White","QB","American Athletic",478,0.369,0.356,0.509,702,"American Athletic",0.207838885234437,168.141658154659,0.42274412855377,1.41198488576253,3.72368421052632,72.2,1.278,0.219028942439292,180.917906454856,0.422518159806295,1.32236930707298,0.180156657963446,3.625,72.3,-1.226,68,-0.01,-0.2,81,4.8,49,0.727,0.6,69,584,64,-5,15
"704",689,"West Virginia",0.17,-0.21,0.16,0.1,2020,687,4244029,"Jarret Doege","QB","Big 12",408,0.239,0.221,0.578,771,"Big 12",0.14265263511076,107.417434238402,0.409030544488712,1.2864252113519,3.05714285714286,70.7,1.393,0.0658253947005986,40.8117447143711,0.366129032258065,1.19855765608626,0.24207492795389,2.94117647058824,73,-1.217,37,0.47,0.19,40,7.6,38,0.6,7.4,31,631.27,44,13,6
"705",690,"Southern Mississippi",0.17,-0.32,0.24,-4.3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,"Conference USA",0.186606884487233,118.308764764905,0.408517350157729,1.38287318605888,3.45762711864407,71.3,1.311,0.235691165693954,163.098286660216,0.452312138728324,1.26305895131244,0.16839378238342,3.68115942028985,66.9,-1.647,107,-0.97,-0.63,111,-9.1,99,0.3,-14.8,116,477.77,85,-31,-14
"706",691,"UCLA",0.17,-0.17,0.1,-4.6,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,"Pac-12",0.255898572682491,131.5318663588,0.455252918287938,1.3123024478618,3.95918367346939,71.8,1.285,0.160060282699911,84.0316484174531,0.462857142857143,1.13033987244032,0.18595041322314,3.43636363636364,69.2,-1.434,44,0.35,0.15,46,5.5,46,0.429,8.5,29,696.17,31,2,-15
"707",693,"Pittsburgh",0.17,-0.18,0.17,1.7,2020,695,4240703,"Kenny Pickett","QB","ACC",412,0.279,0.294,0.202,729,"ACC",0.125551384401715,101.571069980987,0.399258343634116,1.24733706373048,3.40506329113924,70.1,1.413,0.106142677983611,80.5622925895609,0.357048748353096,1.41083104515024,0.270588235294118,3.15873015873016,71.5,-1.279,46,0.3,0.05,56,6.5,41,0.545,5.5,41,653.05,37,-4,-4
